Datatype: PopulationSize
  0.00	     3162.00	        0.00	    10000.00	        1.00	        0.00	     3162.00
  0.01	     3226.00	        0.00	     9991.00	        1.00	       64.00	     3162.00
  0.02	     3291.00	        0.00	     9980.00	        1.00	      129.00	     3162.00
  0.03	     3345.00	        0.00	     9974.00	        1.00	      183.00	     3162.00
  0.04	     3406.00	        0.00	     9963.00	        1.00	      244.00	     3162.00
  0.05	     3451.00	        0.00	     9954.00	        1.00	      289.00	     3162.00
  0.06	     3517.00	        0.00	     9943.00	        1.00	      355.00	     3162.00
  0.07	     3582.00	        0.00	     9937.00	        1.00	      420.00	     3162.00
  0.08	     3633.00	        0.00	     9928.00	        1.00	      471.00	     3162.00
  0.09	     3690.00	        0.00	     9921.00	        1.00	      528.00	     3162.00
  0.10	     3751.00	        0.00	     9908.00	        1.00	      589.00	     3162.00
  0.11	     3820.00	        0.00	     9895.00	        1.00	      658.00	     3162.00
  0.12	     3882.00	        0.00	     9888.00	        1.00	      720.00	     3162.00
  0.13	     3943.00	        0.00	     9876.00	        1.00	      781.00	     3162.00
  0.14	     4028.00	        0.00	     9865.00	        1.00	      866.00	     3162.00
  0.15	     4092.00	        0.00	     9851.00	        1.00	      930.00	     3162.00
  0.16	     4158.00	        0.00	     9843.00	        1.00	      996.00	     3162.00
  0.17	     4230.00	        0.00	     9836.00	        1.00	     1068.00	     3162.00
  0.18	     4298.00	        0.00	     9828.00	        1.00	     1136.00	     3162.00
  0.19	     4383.00	        0.00	     9823.00	        1.00	     1221.00	     3162.00
  0.20	     4464.00	        0.00	     9808.00	        1.00	     1302.00	     3162.00
  0.21	     4546.00	        0.00	     9798.00	        1.00	     1384.00	     3162.00
  0.22	     4628.00	        0.00	     9791.00	        1.00	     1466.00	     3162.00
  0.23	     4707.00	        0.00	     9787.00	        1.00	     1545.00	     3162.00
  0.24	     4782.00	        0.00	     9774.00	        1.00	     1620.00	     3162.00
  0.25	     4846.00	        0.00	     9762.00	        1.00	     1684.00	     3162.00
  0.26	     4913.00	        0.00	     9748.00	        1.00	     1751.00	     3162.00
  0.27	     4987.00	        0.00	     9742.00	        1.00	     1825.00	     3162.00
  0.28	     5058.00	        0.00	     9735.00	        1.00	     1896.00	     3162.00
  0.29	     5141.00	        0.00	     9720.00	        1.00	     1979.00	     3162.00
