Datatype: PopulationSize
  0.00	       10.00	        0.00	 31622777.00	        1.00	        0.00	       10.00
  0.01	       10.00	        0.00	 31590955.00	        1.00	        0.00	       10.00
  0.02	       10.00	        0.00	 31559224.00	        1.00	        0.00	       10.00
  0.03	       10.00	        0.00	 31527625.00	        1.00	        0.00	       10.00
  0.04	       10.00	        0.00	 31495970.00	        1.00	        0.00	       10.00
  0.05	       10.00	        0.00	 31464428.00	        1.00	        0.00	       10.00
  0.06	       10.00	        0.00	 31432899.00	        1.00	        0.00	       10.00
  0.07	       10.00	        0.00	 31401543.00	        1.00	        0.00	       10.00
  0.08	       10.00	        0.00	 31370197.00	        1.00	        0.00	       10.00
  0.09	       10.00	        0.00	 31339093.00	        1.00	        0.00	       10.00
  0.10	       10.00	        0.00	 31307737.00	        1.00	        0.00	       10.00
  0.11	       11.00	        0.00	 31276427.00	        1.00	        1.00	       10.00
  0.12	       12.00	        0.00	 31244935.00	        1.00	        2.00	       10.00
  0.13	       12.00	        0.00	 31213698.00	        1.00	        2.00	       10.00
  0.14	       11.00	        1.00	 31182649.00	        0.90	        2.00	       10.00
  0.15	       11.00	        1.00	 31151494.00	        0.90	        2.00	       10.00
  0.16	       11.00	        1.00	 31120374.00	        0.90	        2.00	       10.00
  0.17	       12.00	        1.00	 31089135.00	        0.90	        3.00	       10.00
  0.18	       12.00	        1.00	 31058133.00	        0.90	        3.00	       10.00
  0.19	       13.00	        1.00	 31027524.00	        0.90	        4.00	       10.00
  0.20	       13.00	        1.00	 30996386.00	        0.90	        4.00	       10.00
  0.21	       13.00	        1.00	 30965283.00	        0.90	        4.00	       10.00
  0.22	       14.00	        1.00	 30934472.00	        0.90	        5.00	       10.00
  0.23	       14.00	        1.00	 30903544.00	        0.90	        5.00	       10.00
  0.24	       14.00	        1.00	 30872551.00	        0.90	        5.00	       10.00
  0.25	       14.00	        1.00	 30841768.00	        0.90	        5.00	       10.00
  0.26	       14.00	        1.00	 30810611.00	        0.90	        5.00	       10.00
  0.27	       14.00	        1.00	 30779725.00	        0.90	        5.00	       10.00
  0.28	       14.00	        1.00	 30748967.00	        0.90	        5.00	       10.00
  0.29	       15.00	        1.00	 30718235.00	        0.90	        6.00	       10.00
  0.30	       14.00	        2.00	 30687097.00	        0.90	        6.00	       10.00
  0.31	       13.00	        3.00	 30656693.00	        0.80	        6.00	       10.00
  0.32	       13.00	        3.00	 30625907.00	        0.80	        6.00	       10.00
  0.33	       13.00	        3.00	 30595291.00	        0.80	        6.00	       10.00
  0.34	       13.00	        3.00	 30564730.00	        0.80	        6.00	       10.00
  0.35	       13.00	        3.00	 30534099.00	        0.80	        6.00	       10.00
  0.36	       14.00	        3.00	 30503559.00	        0.80	        7.00	       10.00
  0.37	       14.00	        3.00	 30473065.00	        0.80	        7.00	       10.00
  0.38	       14.00	        3.00	 30442988.00	        0.80	        7.00	       10.00
  0.39	       14.00	        3.00	 30412994.00	        0.80	        7.00	       10.00
  0.40	       14.00	        3.00	 30382415.00	        0.80	        7.00	       10.00
  0.41	       16.00	        3.00	 30352094.00	        0.80	        9.00	       10.00
  0.42	       17.00	        3.00	 30321737.00	        0.80	       10.00	       10.00
  0.43	       16.00	        4.00	 30291088.00	        0.70	       10.00	       10.00
  0.44	       16.00	        4.00	 30260577.00	        0.70	       10.00	       10.00
  0.45	       16.00	        4.00	 30230406.00	        0.70	       10.00	       10.00
  0.46	       17.00	        4.00	 30200179.00	        0.70	       11.00	       10.00
  0.47	       17.00	        4.00	 30169986.00	        0.70	       11.00	       10.00
  0.48	       17.00	        4.00	 30139847.00	        0.70	       11.00	       10.00
  0.49	       17.00	        4.00	 30109703.00	        0.70	       11.00	       10.00
  0.50	       18.00	        4.00	 30080046.00	        0.70	       12.00	       10.00
  0.51	       19.00	        4.00	 30050156.00	        0.70	       13.00	       10.00
  0.52	       19.00	        4.00	 30020243.00	        0.70	       13.00	       10.00
  0.53	       19.00	        4.00	 29990083.00	        0.70	       13.00	       10.00
  0.54	       19.00	        5.00	 29960108.00	        0.70	       14.00	       10.00
  0.55	       19.00	        5.00	 29930086.00	        0.70	       14.00	       10.00
  0.56	       19.00	        5.00	 29900103.00	        0.70	       14.00	       10.00
  0.57	       19.00	        5.00	 29870125.00	        0.70	       14.00	       10.00
  0.58	       19.00	        5.00	 29840495.00	        0.70	       14.00	       10.00
  0.59	       19.00	        5.00	 29810854.00	        0.70	       14.00	       10.00
  0.60	       19.00	        5.00	 29781102.00	        0.70	       14.00	       10.00
  0.61	       19.00	        4.00	 29751394.00	        0.70	       14.00	        9.00
  0.62	       20.00	        4.00	 29721590.00	        0.70	       15.00	        9.00
  0.63	       20.00	        4.00	 29691871.00	        0.70	       15.00	        9.00
  0.64	       20.00	        4.00	 29662256.00	        0.70	       15.00	        9.00
  0.65	       20.00	        4.00	 29632892.00	        0.70	       15.00	        9.00
  0.66	       21.00	        4.00	 29603494.00	        0.70	       16.00	        9.00
  0.67	       22.00	        4.00	 29573951.00	        0.70	       17.00	        9.00
  0.68	       22.00	        4.00	 29544236.00	        0.70	       17.00	        9.00
  0.69	       22.00	        4.00	 29514839.00	        0.70	       17.00	        9.00
  0.70	       22.00	        4.00	 29485116.00	        0.70	       17.00	        9.00
  0.71	       23.00	        4.00	 29455577.00	        0.70	       18.00	        9.00
  0.72	       24.00	        4.00	 29426192.00	        0.70	       19.00	        9.00
  0.73	       25.00	        5.00	 29396595.00	        0.70	       21.00	        9.00
  0.74	       25.00	        5.00	 29367340.00	        0.70	       21.00	        9.00
  0.75	       25.00	        5.00	 29338051.00	        0.70	       21.00	        9.00
  0.76	       25.00	        5.00	 29308612.00	        0.70	       21.00	        9.00
  0.77	       26.00	        5.00	 29279403.00	        0.70	       22.00	        9.00
  0.78	       26.00	        5.00	 29250269.00	        0.70	       22.00	        9.00
